id,split,landmark_id,landmark_name,new_path
train_104896_5,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_5.jpg
train_104896_6,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_6.jpg
train_104896_7,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_7.jpg
train_104896_8,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_8.jpg
train_104896_9,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_9.jpg
train_104896_10,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_10.jpg
train_104896_11,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_11.jpg
train_104896_12,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_12.jpg
train_104896_13,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_13.jpg
train_104896_14,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_14.jpg
train_104896_15,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_15.jpg
train_104896_16,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_16.jpg
train_104896_17,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_17.jpg
train_104896_18,train,104896,Angkorajaborey Pagoda,../../data/landmark_vietnam_dataset_split\train\104896\train_104896_18.jpg
train_107747_1,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_1.jpg
train_107747_2,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_2.jpg
train_107747_3,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_3.jpg
train_107747_4,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_4.jpg
train_107747_5,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_5.jpg
train_107747_6,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_6.jpg
train_107747_7,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_7.jpg
train_107747_8,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_8.jpg
train_107747_9,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_9.jpg
train_107747_10,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_10.jpg
train_107747_11,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_11.jpg
train_107747_12,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_12.jpg
train_107747_13,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_13.jpg
train_107747_14,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_14.jpg
train_107747_15,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_15.jpg
train_107747_16,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_16.jpg
train_107747_17,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_17.jpg
train_107747_18,train,107747,"Imperial City, Huế",../../data/landmark_vietnam_dataset_split\train\107747\train_107747_18.jpg
train_10877_1,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_1.jpg
train_10877_2,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_2.jpg
train_10877_3,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_3.jpg
train_10877_4,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_4.jpg
train_10877_5,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_5.jpg
train_10877_6,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_6.jpg
train_10877_7,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_7.jpg
train_10877_8,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_8.jpg
train_10877_9,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_9.jpg
train_10877_10,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_10.jpg
train_10877_11,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_11.jpg
train_10877_12,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_12.jpg
train_10877_13,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_13.jpg
train_10877_14,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_14.jpg
train_10877_15,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_15.jpg
train_10877_16,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_16.jpg
train_10877_17,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_17.jpg
train_10877_18,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_18.jpg
train_10877_19,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_19.jpg
train_10877_20,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_20.jpg
train_10877_21,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_21.jpg
train_10877_22,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_22.jpg
train_10877_23,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_23.jpg
train_10877_24,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_24.jpg
train_10877_25,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_25.jpg
train_10877_26,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_26.jpg
train_10877_27,train,10877,Phat Tich pagoda,../../data/landmark_vietnam_dataset_split\train\10877\train_10877_27.jpg
train_109509_1,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_1.jpg
train_109509_2,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_2.jpg
train_109509_3,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_3.jpg
train_109509_4,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_4.jpg
train_109509_5,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_5.jpg
train_109509_6,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_6.jpg
train_109509_7,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_7.jpg
train_109509_8,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_8.jpg
train_109509_9,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_9.jpg
train_109509_10,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_10.jpg
train_109509_11,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_11.jpg
train_109509_12,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_12.jpg
train_109509_13,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_13.jpg
train_109509_14,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_14.jpg
train_109509_15,train,109509,Bach Ma,../../data/landmark_vietnam_dataset_split\train\109509\train_109509_15.jpg
train_109993_1,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_1.jpg
train_109993_2,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_2.jpg
train_109993_3,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_3.jpg
train_109993_4,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_4.jpg
train_109993_5,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_5.jpg
train_109993_6,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_6.jpg
train_109993_7,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_7.jpg
train_109993_8,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_8.jpg
train_109993_9,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_9.jpg
train_109993_10,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_10.jpg
train_109993_11,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_11.jpg
train_109993_12,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_12.jpg
train_109993_13,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_13.jpg
train_109993_14,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_14.jpg
train_109993_15,train,109993,Nui Coc Lake,../../data/landmark_vietnam_dataset_split\train\109993\train_109993_15.jpg
train_110950_1,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_1.jpg
train_110950_2,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_2.jpg
train_110950_3,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_3.jpg
train_110950_4,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_4.jpg
train_110950_5,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_5.jpg
train_110950_6,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_6.jpg
train_110950_7,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_7.jpg
train_110950_8,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_8.jpg
train_110950_9,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_9.jpg
train_110950_10,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_10.jpg
train_110950_11,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_11.jpg
train_110950_12,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_12.jpg
train_110950_13,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_13.jpg
train_110950_14,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_14.jpg
train_110950_15,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_15.jpg
train_110950_16,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_16.jpg
train_110950_17,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_17.jpg
train_110950_18,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_18.jpg
train_110950_19,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_19.jpg
train_110950_20,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_20.jpg
train_110950_21,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_21.jpg
train_110950_22,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_22.jpg
train_110950_23,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_23.jpg
train_110950_24,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_24.jpg
train_110950_25,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_25.jpg
train_110950_26,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_26.jpg
train_110950_27,train,110950,Pagoda of the Celestial Lady,../../data/landmark_vietnam_dataset_split\train\110950\train_110950_27.jpg
train_111065_1,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_1.jpg
train_111065_2,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_2.jpg
train_111065_3,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_3.jpg
train_111065_4,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_4.jpg
train_111065_5,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_5.jpg
train_111065_6,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_6.jpg
train_111065_7,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_7.jpg
train_111065_8,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_8.jpg
train_111065_9,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_9.jpg
train_111065_10,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_10.jpg
train_111065_11,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_11.jpg
train_111065_12,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_12.jpg
train_111065_13,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_13.jpg
train_111065_14,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_14.jpg
train_111065_15,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_15.jpg
train_111065_16,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_16.jpg
train_111065_17,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_17.jpg
train_111065_18,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_18.jpg
train_111065_19,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_19.jpg
train_111065_20,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_20.jpg
train_111065_21,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_21.jpg
train_111065_22,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_22.jpg
train_111065_23,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_23.jpg
train_111065_24,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_24.jpg
train_111065_25,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_25.jpg
train_111065_26,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_26.jpg
train_111065_27,train,111065,Flag Tower of Huế,../../data/landmark_vietnam_dataset_split\train\111065\train_111065_27.jpg
train_112557_1,train,112557,Tinh Xa Trung Tam,../../data/landmark_vietnam_dataset_split\train\112557\train_112557_1.jpg
train_112557_2,train,112557,Tinh Xa Trung Tam,../../data/landmark_vietnam_dataset_split\train\112557\train_112557_2.jpg
train_112557_3,train,112557,Tinh Xa Trung Tam,../../data/landmark_vietnam_dataset_split\train\112557\train_112557_3.jpg
train_112557_4,train,112557,Tinh Xa Trung Tam,../../data/landmark_vietnam_dataset_split\train\112557\train_112557_4.jpg
train_112557_5,train,112557,Tinh Xa Trung Tam,../../data/landmark_vietnam_dataset_split\train\112557\train_112557_5.jpg
train_112557_6,train,112557,Tinh Xa Trung Tam,../../data/landmark_vietnam_dataset_split\train\112557\train_112557_6.jpg
