landmark_id,category,landmark_name
136317,http://commons.wikimedia.org/wiki/Category:B%C3%ACnh_An_Cemetery,Bình An Cemetery
136610,http://commons.wikimedia.org/wiki/Category:The_Rockpile,The Rockpile
137130,http://commons.wikimedia.org/wiki/Category:Linh_Phuoc_Pagoda,Linh Phuoc Pagoda
137138,http://commons.wikimedia.org/wiki/Category:Xuan_Huong_Lake,Xuan Huong Lake
139377,http://commons.wikimedia.org/wiki/Category:Deutsches_Haus_Ho_Chi_Minh_Stadt,Deutsches Haus Ho Chi Minh Stadt
14034,"http://commons.wikimedia.org/wiki/Category:Presidential_Palace,_Hanoi","Presidential Palace, Hanoi"
140932,http://commons.wikimedia.org/wiki/Category:Vietnam_Museum_of_Ethnology,Vietnam Museum of Ethnology
14098,http://commons.wikimedia.org/wiki/Category:My_Son,My Son
141206,"http://commons.wikimedia.org/wiki/Category:Truc_Lam_Zen_Monastery,_Da_Lat","Truc Lam Zen Monastery, Da Lat"
141856,http://commons.wikimedia.org/wiki/Category:My_Dinh_National_Stadium,My Dinh National Stadium
142465,http://commons.wikimedia.org/wiki/Category:People's_Committee_Building_of_Ho_Chi_Minh_City,People's Committee Building of Ho Chi Minh City
144275,http://commons.wikimedia.org/wiki/Category:Da_Lat_Flower_Park,Da Lat Flower Park
145173,http://commons.wikimedia.org/wiki/Category:Th%E1%BA%A7n-quang_Pagoda_(Tr%E1%BB%B1c-ninh),Thần-quang Pagoda (Trực-ninh)
145844,http://commons.wikimedia.org/wiki/Category:Flag_Tower_of_Hanoi,Flag Tower of Hanoi
148756,http://commons.wikimedia.org/wiki/Category:Suoi_Tien_Amusement_Park,Suoi Tien Amusement Park
149285,http://commons.wikimedia.org/wiki/Category:Vietnam_Military_History_Museum,Vietnam Military History Museum
149368,http://commons.wikimedia.org/wiki/Category:Thap_Poshaknu_cham_towers,Thap Poshaknu cham towers
149535,http://commons.wikimedia.org/wiki/Category:InterContinental_hotels,InterContinental hotels
149877,http://commons.wikimedia.org/wiki/Category:Son_La_Dam,Son La Dam
151011,http://commons.wikimedia.org/wiki/Category:Qu%C3%A1n_Th%C3%A1nh_Temple,Quán Thánh Temple
151058,http://commons.wikimedia.org/wiki/Category:Dragon_Wharf,Dragon Wharf
152377,http://commons.wikimedia.org/wiki/Category:Long_Bien_Bridge,Long Bien Bridge
152437,http://commons.wikimedia.org/wiki/Category:K%C3%ADnh_Thi%C3%AAn_Palace,Kính Thiên Palace
152501,http://commons.wikimedia.org/wiki/Category:C%E1%BB%91c_L%E1%BA%BFu_Bridge,Cốc Lếu Bridge
153668,http://commons.wikimedia.org/wiki/Category:Saigon_Notre-Dame_Basilica,Saigon Notre-Dame Basilica
154569,http://commons.wikimedia.org/wiki/Category:Jade_Emperor_Pagoda,Jade Emperor Pagoda
155319,http://commons.wikimedia.org/wiki/Category:Ben_Thanh_Market,Ben Thanh Market
156825,http://commons.wikimedia.org/wiki/Category:Hang_Pagoda_(Tra_Vinh_Province),Hang Pagoda (Tra Vinh Province)
157989,http://commons.wikimedia.org/wiki/Category:U_Minh_Thuong,U Minh Thuong
158425,http://commons.wikimedia.org/wiki/Category:Long_Tan_Cross,Long Tan Cross
159148,http://commons.wikimedia.org/wiki/Category:Vietnam_National_Museum_of_Fine_Arts,Vietnam National Museum of Fine Arts
159672,http://commons.wikimedia.org/wiki/Category:An_Dinh_Residence,An Dinh Residence
162524,http://commons.wikimedia.org/wiki/Category:Cathedral_of_Da_Lat,Cathedral of Da Lat
162703,http://commons.wikimedia.org/wiki/Category:T%C3%A2n_%C4%90%E1%BB%8Bnh_Church,Tân Định Church
16314,http://commons.wikimedia.org/wiki/Category:Opera_House_of_Ho_Chi_Minh_City,Opera House of Ho Chi Minh City
163230,http://commons.wikimedia.org/wiki/Category:B%C3%A0_L%E1%BB%A5a_Islands,Bà Lụa Islands
164543,http://commons.wikimedia.org/wiki/Category:%C4%90%E1%BB%93ng_Xu%C3%A2n_Market,Đồng Xuân Market
165388,http://commons.wikimedia.org/wiki/Category:Hang_Cop_Waterfall,Hang Cop Waterfall
165669,http://commons.wikimedia.org/wiki/Category:Ba_Vi_National_Park,Ba Vi National Park
168064,http://commons.wikimedia.org/wiki/Category:Xa_Loi_Pagoda,Xa Loi Pagoda
173200,http://commons.wikimedia.org/wiki/Category:Hang_Nga_guesthouse,Hang Nga guesthouse
174562,http://commons.wikimedia.org/wiki/Category:Can_Tho_Bridge,Can Tho Bridge
177220,http://commons.wikimedia.org/wiki/Category:Cat_Tien_National_Park,Cat Tien National Park
178816,http://commons.wikimedia.org/wiki/Category:Phu_Quoc,Phu Quoc
179766,http://commons.wikimedia.org/wiki/Category:C%C3%B9_Hill,Cù Hill
180385,http://commons.wikimedia.org/wiki/Category:Tay_An_Pagoda,Tay An Pagoda
182673,http://commons.wikimedia.org/wiki/Category:Tomb_of_Emperor_Gia_Long,Tomb of Emperor Gia Long
183876,http://commons.wikimedia.org/wiki/Category:Con_Dao_Islands,Con Dao Islands
184326,http://commons.wikimedia.org/wiki/Category:Ban_Gioc_Waterfalls,Ban Gioc Waterfalls
184716,http://commons.wikimedia.org/wiki/Category:Ly_Bat_De_Shrine,Ly Bat De Shrine
184903,http://commons.wikimedia.org/wiki/Category:C%E1%BB%95_Loa_Citadel,Cổ Loa Citadel
185687,http://commons.wikimedia.org/wiki/Category:Saigon_Times_Square,Saigon Times Square
185771,http://commons.wikimedia.org/wiki/Category:Hanoi_Ceramic_Mosaic_Mural,Hanoi Ceramic Mosaic Mural
185834,http://commons.wikimedia.org/wiki/Category:Po_Nagar,Po Nagar
186946,http://commons.wikimedia.org/wiki/Category:Hanoi_Hilton,Hanoi Hilton
18959,http://commons.wikimedia.org/wiki/Category:Saint_Joseph_Church_(Ho_Chi_Minh_City),Saint Joseph Church (Ho Chi Minh City)
189744,http://commons.wikimedia.org/wiki/Category:West_Lake_(Hanoi),West Lake (Hanoi)
189897,http://commons.wikimedia.org/wiki/Category:Cao_Dai_Holy_See,Cao Dai Holy See
19003,http://commons.wikimedia.org/wiki/Category:B%E1%BA%BFn_D%C6%B0%E1%BB%A3c_Memorial_Temple,Bến Dược Memorial Temple
190292,http://commons.wikimedia.org/wiki/Category:Zone_5_Military_Museum,Zone 5 Military Museum
191801,http://commons.wikimedia.org/wiki/Category:G%C3%B2_%C4%90%E1%BA%ADu_Stadium,Gò Đậu Stadium
194348,http://commons.wikimedia.org/wiki/Category:Tomb_of_Emperor_Thi%E1%BB%87u_Tr%E1%BB%8B,Tomb of Emperor Thiệu Trị
194954,http://commons.wikimedia.org/wiki/Category:The_Huc_Bridge,The Huc Bridge
195083,http://commons.wikimedia.org/wiki/Category:Reunification_Palace,Reunification Palace
19534,http://commons.wikimedia.org/wiki/Category:Dam_Sen_Cultural_Park,Dam Sen Cultural Park
195579,http://commons.wikimedia.org/wiki/Category:T%C3%A0_C%C3%BA,Tà Cú
195954,http://commons.wikimedia.org/wiki/Category:Tomb_of_Emperor_T%E1%BB%B1_%C4%90%E1%BB%A9c,Tomb of Emperor Tự Đức
19621,http://commons.wikimedia.org/wiki/Category:Hoa_Phong_Tower,Hoa Phong Tower
198060,http://commons.wikimedia.org/wiki/Category:Saint_Francis_Xavier_Church_(Ho_Chi_Minh_City),Saint Francis Xavier Church (Ho Chi Minh City)
199566,http://commons.wikimedia.org/wiki/Category:Thuan_Phuoc_Bridge,Thuan Phuoc Bridge
201016,http://commons.wikimedia.org/wiki/Category:Valley_of_Love,Valley of Love
22656,http://commons.wikimedia.org/wiki/Category:H%C3%B2n_D%C3%A1u,Hòn Dáu
2414,"http://commons.wikimedia.org/wiki/Category:St._Joseph's_Cathedral,_Hanoi","St. Joseph's Cathedral, Hanoi"
24264,http://commons.wikimedia.org/wiki/Category:Hall_of_Supreme_Harmony_(Citadel_of_Hu%E1%BA%BF),Hall of Supreme Harmony (Citadel of Huế)
25073,http://commons.wikimedia.org/wiki/Category:Anh_Sao_Bridge,Anh Sao Bridge
25569,http://commons.wikimedia.org/wiki/Category:Cathedral_of_Christ_the_King_(Nha_Trang),Cathedral of Christ the King (Nha Trang)
25693,http://commons.wikimedia.org/wiki/Category:Hai_B%C3%A0_Tr%C6%B0ng_Temple,Hai Bà Trưng Temple
26359,http://commons.wikimedia.org/wiki/Category:War_Remnants_Museum,War Remnants Museum
26688,http://commons.wikimedia.org/wiki/Category:Gia_Long_Falls,Gia Long Falls
26854,http://commons.wikimedia.org/wiki/Category:Huu_Tiep_Lake,Huu Tiep Lake
27048,http://commons.wikimedia.org/wiki/Category:Museum_of_Vietnamese_History,Museum of Vietnamese History
27605,http://commons.wikimedia.org/wiki/Category:Datanla_Waterfall,Datanla Waterfall
2809,http://commons.wikimedia.org/wiki/Category:Xuan_Thuy_National_Park,Xuan Thuy National Park
29884,http://commons.wikimedia.org/wiki/Category:Bobla_Waterfall,Bobla Waterfall
30807,http://commons.wikimedia.org/wiki/Category:Chuong_Duong_Bridge,Chuong Duong Bridge
3113,http://commons.wikimedia.org/wiki/Category:Van_Hanh_Zen_Monastery,Van Hanh Zen Monastery
31603,http://commons.wikimedia.org/wiki/Category:Bu%C3%B4n_Ak%C3%B5_Dh%C3%B4ng,Buôn Akõ Dhông
31769,http://commons.wikimedia.org/wiki/Category:Fansipan,Fansipan
31889,http://commons.wikimedia.org/wiki/Category:Tomb_of_Emperor_Kh%E1%BA%A3i_%C4%90%E1%BB%8Bnh,Tomb of Emperor Khải Định
32276,http://commons.wikimedia.org/wiki/Category:Cat_Ba,Cat Ba
33080,http://commons.wikimedia.org/wiki/Category:Prenn_Waterfall,Prenn Waterfall
34266,http://commons.wikimedia.org/wiki/Category:Tomb_of_Emperor_Minh_M%E1%BA%A1ng,Tomb of Emperor Minh Mạng
34387,http://commons.wikimedia.org/wiki/Category:Times_City,Times City
34610,http://commons.wikimedia.org/wiki/Category:Ha_Tien_Islands,Ha Tien Islands
35438,http://commons.wikimedia.org/wiki/Category:Thu_Thiem_Tunnel,Thu Thiem Tunnel
35484,http://commons.wikimedia.org/wiki/Category:Tram_Chim_National_Park,Tram Chim National Park
35573,http://commons.wikimedia.org/wiki/Category:Saigon_Central_Post_Office,Saigon Central Post Office
35734,http://commons.wikimedia.org/wiki/Category:Saigon_Zoo_and_Botanical_Gardens,Saigon Zoo and Botanical Gardens
36336,http://commons.wikimedia.org/wiki/Category:Voi_Waterfall,Voi Waterfall
37461,http://commons.wikimedia.org/wiki/Category:National_Museum_of_Vietnamese_History,National Museum of Vietnamese History
40430,http://commons.wikimedia.org/wiki/Category:Cuc_Phuong_National_Park,Cuc Phuong National Park
40463,http://commons.wikimedia.org/wiki/Category:Dai_Nam_Van_Hien,Dai Nam Van Hien
4125,http://commons.wikimedia.org/wiki/Category:Bitexco_Financial_Tower,Bitexco Financial Tower
41376,http://commons.wikimedia.org/wiki/Category:Da_Lat_Market,Da Lat Market
44226,http://commons.wikimedia.org/wiki/Category:H%C3%A0ng_%C4%90%E1%BA%ABy_Stadium,Hàng Đẫy Stadium
44280,http://commons.wikimedia.org/wiki/Category:Tr%C3%A0ng_Ti%E1%BB%81n_Plaza,Tràng Tiền Plaza
44895,http://commons.wikimedia.org/wiki/Category:Hanoi_Opera_House,Hanoi Opera House
44907,http://commons.wikimedia.org/wiki/Category:Saigon_Centre,Saigon Centre
45282,http://commons.wikimedia.org/wiki/Category:Tam_Coc,Tam Coc
46072,http://commons.wikimedia.org/wiki/Category:Vietcombank_Tower,Vietcombank Tower
46328,http://commons.wikimedia.org/wiki/Category:Basilica_of_Phu_Nhai,Basilica of Phu Nhai
46540,http://commons.wikimedia.org/wiki/Category:Ch%C3%B9a_Hu%C3%AA_Nghi%C3%AAm,Chùa Huê Nghiêm
47137,http://commons.wikimedia.org/wiki/Category:Domaine_de_Marie,Domaine de Marie
48766,http://commons.wikimedia.org/wiki/Category:Cat_Ba_National_Park,Cat Ba National Park
49144,http://commons.wikimedia.org/wiki/Category:Ba_Na_Hills,Ba Na Hills
4958,"http://commons.wikimedia.org/wiki/Category:Ba_%C4%90%C3%ACnh_Square,_Hanoi","Ba Đình Square, Hanoi"
4986,http://commons.wikimedia.org/wiki/Category:Tien_Chau_Pagoda,Tien Chau Pagoda
50819,http://commons.wikimedia.org/wiki/Category:Christ_of_Vung_Tau,Christ of Vung Tau
51050,http://commons.wikimedia.org/wiki/Category:Ho_Chi_Minh_Museum,Ho Chi Minh Museum
51494,"http://commons.wikimedia.org/wiki/Category:Bao_Dai_Villa,_Nha_Trang","Bao Dai Villa, Nha Trang"
51698,http://commons.wikimedia.org/wiki/Category:C%E1%BB%95_Ph%C3%A1p_Pagoda,Cổ Pháp Pagoda
51835,http://commons.wikimedia.org/wiki/Category:Museum_of_Ho_Chi_Minh_City,Museum of Ho Chi Minh City
52015,http://commons.wikimedia.org/wiki/Category:Hoa_Binh_Dam,Hoa Binh Dam
52885,http://commons.wikimedia.org/wiki/Category:K%C3%AA_G%C3%A0_Lighthouse,Kê Gà Lighthouse
54989,http://commons.wikimedia.org/wiki/Category:V%E1%BA%A1n_Ni%C3%AAn_Pagoda,Vạn Niên Pagoda
55647,http://commons.wikimedia.org/wiki/Category:Hanoi_Museum,Hanoi Museum
58737,http://commons.wikimedia.org/wiki/Category:B%E1%BA%B1ng_An,Bằng An
58815,"http://commons.wikimedia.org/wiki/Category:Golden_Valley,_Da_Lat","Golden Valley, Da Lat"
60036,http://commons.wikimedia.org/wiki/Category:Th%E1%BB%91ng_Nh%E1%BA%A5t_Stadium,Thống Nhất Stadium
60252,http://commons.wikimedia.org/wiki/Category:My_Thuan_Bridge,My Thuan Bridge
60719,http://commons.wikimedia.org/wiki/Category:Tuyen_Lam_Lake,Tuyen Lam Lake
62292,http://commons.wikimedia.org/wiki/Category:V%C4%A9nh_T%E1%BA%BF_Canal,Vĩnh Tế Canal
62708,http://commons.wikimedia.org/wiki/Category:Hai_Van_Pass,Hai Van Pass
62827,http://commons.wikimedia.org/wiki/Category:Jeanne_d'Arc_Church_(Ho_Chi_Minh_City),Jeanne d'Arc Church (Ho Chi Minh City)
66659,http://commons.wikimedia.org/wiki/Category:Ho%C3%A0ng_Li%C3%AAn_S%C6%A1n_mountain_range,Hoàng Liên Sơn mountain range
66988,http://commons.wikimedia.org/wiki/Category:Vinh_Nghiem_Temple,Vinh Nghiem Temple
67114,http://commons.wikimedia.org/wiki/Category:Bai_Dinh_Pagoda,Bai Dinh Pagoda
69727,http://commons.wikimedia.org/wiki/Category:Da_Nang_Cathedral,Da Nang Cathedral
71126,http://commons.wikimedia.org/wiki/Category:Ho_Chi_Minh_City_Museum_of_Fine_Arts,Ho Chi Minh City Museum of Fine Arts
71489,http://commons.wikimedia.org/wiki/Category:Hoi_Khanh_Temple,Hoi Khanh Temple
72275,http://commons.wikimedia.org/wiki/Category:Temple_of_the_Jade_Mountain,Temple of the Jade Mountain
73161,http://commons.wikimedia.org/wiki/Category:Han_River_Bridge,Han River Bridge
73264,http://commons.wikimedia.org/wiki/Category:Phong_Nha-Ke_Bang_National_Park,Phong Nha-Ke Bang National Park
73542,http://commons.wikimedia.org/wiki/Category:Ho_Chi_Minh_Mausoleum,Ho Chi Minh Mausoleum
75786,http://commons.wikimedia.org/wiki/Category:Church_of_Our_Lady_of_La_Vang,Church of Our Lady of La Vang
76871,http://commons.wikimedia.org/wiki/Category:Perfume_Pagoda,Perfume Pagoda
78442,"http://commons.wikimedia.org/wiki/Category:1-5_Square,_Hanoi","1-5 Square, Hanoi"
79053,http://commons.wikimedia.org/wiki/Category:InterContinental_Nha_Trang,InterContinental Nha Trang
79684,http://commons.wikimedia.org/wiki/Category:Qu%E1%BB%91c_H%E1%BB%8Dc_-_Hu%E1%BA%BF,Quốc Học - Huế
79723,http://commons.wikimedia.org/wiki/Category:Bich_Dong_Pagodas,Bich Dong Pagodas
84401,http://commons.wikimedia.org/wiki/Category:Dragon_Bridge_(Danang),Dragon Bridge (Danang)
84676,http://commons.wikimedia.org/wiki/Category:C%C3%B4n_%C4%90%E1%BA%A3o_Prison,Côn Đảo Prison
86503,http://commons.wikimedia.org/wiki/Category:The_Mieu_Temple,The Mieu Temple
87182,http://commons.wikimedia.org/wiki/Category:Black_Virgin_Mountain,Black Virgin Mountain
89775,http://commons.wikimedia.org/wiki/Category:Hang_Pagoda_(An_Giang_Province),Hang Pagoda (An Giang Province)
89882,http://commons.wikimedia.org/wiki/Category:But_Thap_Temple,But Thap Temple
90776,http://commons.wikimedia.org/wiki/Category:Ch%C3%B9a_Gi%C3%A1c_Vi%C3%AAn,Chùa Giác Viên
90811,http://commons.wikimedia.org/wiki/Category:Saigon_One_Tower,Saigon One Tower
91317,http://commons.wikimedia.org/wiki/Category:Qu%C3%A1n_S%E1%BB%A9_Temple,Quán Sứ Temple
93380,http://commons.wikimedia.org/wiki/Category:Saigon_Trade_Center,Saigon Trade Center
93615,http://commons.wikimedia.org/wiki/Category:Nhat_Tan_Bridge,Nhat Tan Bridge
93932,http://commons.wikimedia.org/wiki/Category:Giac_Lam_Pagoda,Giac Lam Pagoda
94769,http://commons.wikimedia.org/wiki/Category:Vinh_Trang_Pagoda,Vinh Trang Pagoda
95547,http://commons.wikimedia.org/wiki/Category:%C4%90an_Vi%E1%BB%87n_Th%C3%A1nh_M%E1%BA%ABu_Ch%C3%A2u_S%C6%A1n_%C4%90%C6%A1n_D%C6%B0%C6%A1ng,Đan Viện Thánh Mẫu Châu Sơn Đơn Dương
97272,http://commons.wikimedia.org/wiki/Category:Linh_Son_Pagoda,Linh Son Pagoda
97846,http://commons.wikimedia.org/wiki/Category:Ho%E1%BA%B1ng_Ph%C3%A1p_Temple,Hoằng Pháp Temple
